Mod:Item:MetaData, Localized Name
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:11, Teleporter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
mekanism:machineblock2:11, Advanced Fluid Tank
mekanism:machineblock2:11, Elite Fluid Tank
mekanism:machineblock2:11, Ultimate Fluid Tank
mekanism:machineblock2:11, Creative Fluid Tank
mekanism:machineblock2:12, Fluidic Plenisher
mekanism:machineblock2:13, Laser
mekanism:machineblock2:14, Laser Amplifier
mekanism:machineblock2:15, Laser Tractor Beam
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
mekanism:transmitter:2, Ultimate Pressurized Tube
mekanism:transmitter:3, Basic Logistical Transporter
mekanism:transmitter:3, Advanced Logistical Transporter
mekanism:transmitter:3, Elite Logistical Transporter
mekanism:transmitter:3, Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, Basic Thermodynamic Conductor
mekanism:transmitter:6, Advanced Thermodynamic Conductor
mekanism:transmitter:6, Elite Thermodynamic Conductor
mekanism:transmitter:6, Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, Basic Gas Tank
mekanism:gastank:0, Advanced Gas Tank
mekanism:gastank:0, Elite Gas Tank
mekanism:gastank:0, Ultimate Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:cardboardbox, Cardboard Box
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
mekanism:plasticblock:0, §8Black Plastic Block
mekanism:plasticblock:1, §cRed Plastic Block
mekanism:plasticblock:2, §2Green Plastic Block
mekanism:plasticblock:3, §6Brown Plastic Block
mekanism:plasticblock:4, §1Blue Plastic Block
mekanism:plasticblock:5, §5Purple Plastic Block
mekanism:plasticblock:6, §3Cyan Plastic Block
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
traverse:red_autumnal_leaves, Red Autumnal Leaves
traverse:red_autumnal_sapling, Red Autumnal Sapling
traverse:brown_autumnal_leaves, Brown Autumnal Leaves
traverse:brown_autumnal_sapling, Brown Autumnal Sapling
traverse:orange_autumnal_leaves, Orange Autumnal Leaves
traverse:orange_autumnal_sapling, Orange Autumnal Sapling
traverse:yellow_autumnal_leaves, Yellow Autumnal Leaves
traverse:yellow_autumnal_sapling, Yellow Autumnal Sapling
traverse:fir_leaves, Fir Leaves
traverse:fir_sapling, Fir Sapling
traverse:fir_log, Fir Wood
traverse:fir_planks, Fir Wood Planks
traverse:fir_stairs, Fir Wood Stairs
traverse:fir_slab:0, Fir Wood Slab
traverse:fir_fence, Fir Fence
traverse:fir_fence_gate, Fir Fence Gate
traverse:fir_door, Fir Door
traverse:red_rock, Red Rock
traverse:red_rock_bricks, Red Rock Bricks
traverse:red_rock_bricks_stairs, Red Rock Brick Stairs
traverse:red_rock_bricks_slab:0, Red Rock Bricks Slab
traverse:red_rock_bricks_chiseled, Chiseled Red Rock Bricks
traverse:red_rock_slab:0, Red Rock Slab
traverse:red_rock_cobblestone, Red Rock Cobblestone
traverse:red_rock_cobblestone_stairs, Red Rock Cobblestone Stairs
traverse:red_rock_cobblestone_slab:0, Red Rock Cobblestone Slab
traverse:red_rock_cobblestone_wall, Red Rock Cobblestone Wall
traverse:blue_rock, Crag Rock
traverse:blue_rock_bricks, Crag Rock Bricks
traverse:blue_rock_bricks_stairs, Crag Rock Brick Stairs
traverse:blue_rock_bricks_slab:0, Crag Rock Bricks Slab
traverse:blue_rock_bricks_chiseled, Chiseled Crag Rock Bricks
traverse:blue_rock_slab:0, Crag Rock Slab
traverse:blue_rock_cobblestone, Crag Rock Cobblestone
traverse:blue_rock_cobblestone_stairs, Crag Rock Cobblestone Stairs
traverse:blue_rock_cobblestone_slab:0, Crag Rock Cobblestone Slab
traverse:blue_rock_cobblestone_wall, Crag Rock Cobblestone Wall
traverse:dead_grass, Dead Grass
traverse:cold_grass, Cold Grass
betterwithmods:long_friend, Long Friend
betterwithmods:detector_rail_steel, Soulforged Steel Detector Rail
betterwithmods:detector_rail_stone, Stone Detector Rail
betterwithmods:breeding_harness, Breeding Harness
betterwithmods:anchor, Anchor
betterwithmods:rope, Hemp Rope
betterwithmods:single_machine:0, Mill Stone
betterwithmods:single_machine:1, Pulley
betterwithmods:single_machine:2, Filtered Hopper
betterwithmods:single_machine:3, Turntable
betterwithmods:wooden_axle, Wooden Axle
betterwithmods:steel_axle, Steel Axle
betterwithmods:wooden_gearbox, Wooden Gearbox
betterwithmods:steel_gearbox, Steel Gearbox
betterwithmods:steel_broken_gearbox, Broken Steel Gearbox
betterwithmods:wooden_broken_gearbox, Broken Wooden Gearbox
betterwithmods:hand_crank, Hand Crank
betterwithmods:wicker, Wicker
betterwithmods:grate:0, Oak Grate
betterwithmods:grate:1, Spruce Grate
betterwithmods:grate:2, Birch Grate
betterwithmods:grate:3, Jungle Grate
betterwithmods:grate:4, Acacia Grate
betterwithmods:grate:5, Dark Oak Grate
betterwithmods:slats:0, Oak Slats
betterwithmods:slats:1, Spruce Slats
betterwithmods:slats:2, Birch Slats
betterwithmods:slats:3, Jungle Slats
betterwithmods:slats:4, Acacia Slats
betterwithmods:slats:5, Dark Oak Slats
betterwithmods:planter:0, Planter
betterwithmods:planter:1, Farmland Planter
betterwithmods:planter:2, Grass Planter
betterwithmods:planter:3, Soul Sand Planter
betterwithmods:planter:4, Fertile Planter
betterwithmods:planter:5, Sand Planter
betterwithmods:planter:6, Water Planter
betterwithmods:planter:7, Gravel Planter
betterwithmods:planter:8, Red Sand Planter
betterwithmods:planter:9, Dirt Planter
betterwithmods:vase:0, White Vase
betterwithmods:vase:1, Orange Vase
betterwithmods:vase:2, Magenta Vase
betterwithmods:vase:3, Light Blue Vase
betterwithmods:vase:4, Yellow Vase
betterwithmods:vase:5, Lime Vase
betterwithmods:vase:6, Pink Vase
betterwithmods:vase:7, Gray Vase
betterwithmods:vase:8, Light Gray Vase
betterwithmods:vase:9, Cyan Vase
betterwithmods:vase:10, Purple Vase
betterwithmods:vase:11, Blue Vase
betterwithmods:vase:12, Brown Vase
betterwithmods:vase:13, Green Vase
betterwithmods:vase:14, Red Vase
betterwithmods:vase:15, Black Vase
betterwithmods:vase:0, White Vase
betterwithmods:urn:0, Urn
betterwithmods:urn:8, Soul Urn
betterwithmods:urn:9, Void Urn
betterwithmods:unfired_pottery:0, Unfired Crucible
betterwithmods:unfired_pottery:1, Unfired Planter
betterwithmods:unfired_pottery:2, Unfired Urn
betterwithmods:unfired_pottery:3, Unfired Vase
betterwithmods:unfired_pottery:4, Unfired Brick
betterwithmods:unfired_pottery:5, Unfired Netherbrick
betterwithmods:hibachi, Hibachi
betterwithmods:bellows:0, Bellows
betterwithmods:bellows:1, Spring Action Bellows
betterwithmods:hemp, Hemp Seeds
betterwithmods:detector, Detector Block
betterwithmods:lens, Lens Focus
betterwithmods:saw, Saw
betterwithmods:aesthetic:0, Chopping Block
betterwithmods:aesthetic:1, Bloodied Chopping Block
betterwithmods:aesthetic:2, Hardened Nether Sludge
betterwithmods:aesthetic:3, Concentrated Hellfire Block
betterwithmods:aesthetic:4, Rope Block
betterwithmods:aesthetic:5, Flint Block
betterwithmods:aesthetic:6, White Stone
betterwithmods:aesthetic:7, White Cobble
betterwithmods:aesthetic:8, Ender Block
betterwithmods:aesthetic:9, Block of Padding
betterwithmods:aesthetic:10, Block of Soap
betterwithmods:aesthetic:11, Block of Dung
betterwithmods:aesthetic:12, Block of Wicker
betterwithmods:aesthetic:13, Block of Nethercoal
betterwithmods:booster, Mechanical Booster Rail
betterwithmods:wood_bench:0, Oak Wood Bench
betterwithmods:wood_bench:1, Spruce Wood Bench
betterwithmods:wood_bench:2, Birch Wood Bench
betterwithmods:wood_bench:3, Jungle Wood Bench
betterwithmods:wood_bench:4, Acacia Wood Bench
betterwithmods:wood_bench:5, Dark Oak Wood Bench
betterwithmods:wood_table:0, Oak Wood Table
betterwithmods:wood_table:1, Spruce Wood Table
betterwithmods:wood_table:2, Birch Wood Table
betterwithmods:wood_table:3, Jungle Wood Table
betterwithmods:wood_table:4, Acacia Wood Table
betterwithmods:wood_table:5, Dark Oak Wood Table
betterwithmods:companion_cube, Companion Cube
betterwithmods:block_dispenser, Block Dispenser
betterwithmods:bamboo_chime:0, Oak Bamboo Chime
betterwithmods:bamboo_chime:1, Spruce Bamboo Chime
betterwithmods:bamboo_chime:2, Birch Bamboo Chime
betterwithmods:bamboo_chime:3, Jungle Bamboo Chime
betterwithmods:bamboo_chime:4, Acacia Bamboo Chime
betterwithmods:bamboo_chime:5, Dark Oak Bamboo Chime
betterwithmods:metal_chime:0, Oak Wind Chime
betterwithmods:metal_chime:1, Spruce Wind Chime
betterwithmods:metal_chime:2, Birch Wind Chime
betterwithmods:metal_chime:3, Jungle Wind Chime
betterwithmods:metal_chime:4, Acacia Wind Chime
betterwithmods:metal_chime:5, Dark Oak Wind Chime
betterwithmods:buddy_block, Buddy Block
betterwithmods:creative_generator, Creative Mechanical Generator
betterwithmods:light, Light Block
betterwithmods:platform, Platform
betterwithmods:mining_charge, Mining Charge
betterwithmods:fertile_farmland, Fertile Farmland
betterwithmods:screw_pump, Screw Pump
betterwithmods:vine_trap, Vine Trap
betterwithmods:raw_pastry:0, Cake Batter
betterwithmods:raw_pastry:1, Oven Ready Pumpkin Pie
betterwithmods:raw_pastry:2, Raw Cookie Dough
betterwithmods:raw_pastry:3, Flour
betterwithmods:raw_pastry:4, Oven Ready Apple Pie
betterwithmods:steel_anvil, Soulforged Steel Anvil
betterwithmods:dirt_slab:0, Dirt Slab
betterwithmods:dirt_slab:1, Grass Slab
betterwithmods:dirt_slab:2, Mycelium Slab
betterwithmods:cooking_pot:0, Crucible
betterwithmods:cooking_pot:1, Cauldron
betterwithmods:cooking_pot:2, Mysterious Vessel
betterwithmods:iron_wall, Iron Wall
betterwithmods:stake, Stake
betterwithmods:nether_growth, Nether Growth Spore
betterwithmods:steel_block:0, Soulforged Steel Block
betterwithmods:steel_saw, Soulforged Steel Saw
betterwithmods:blood_log, Bloodwood
betterwithmods:blood_leaves, Bloodwood Leaves
betterwithmods:blood_sapling, Bloodwood Sapling
betterwithmods:nether_clay, Nether Sludge Block
betterwithmods:cobblestone:0, Granite Cobblestone
betterwithmods:cobblestone:1, Diorite Cobblestone
betterwithmods:cobblestone:2, Andesite Cobblestone
betterwithmods:steel_pressure_plate, Steel Pressure Plate
betterwithmods:infernal_enchanter, Infernal Enchanter
betterwithmods:candle:0, White Candle
betterwithmods:candle:1, Orange Candle
betterwithmods:candle:2, Magenta Candle
betterwithmods:candle:3, Light Blue Candle
betterwithmods:candle:4, Yellow Candle
betterwithmods:candle:5, Lime Candle
betterwithmods:candle:6, Pink Candle
betterwithmods:candle:7, Gray Candle
betterwithmods:candle:8, Light Gray Candle
betterwithmods:candle:9, Cyan Candle
betterwithmods:candle:10, Purple Candle
betterwithmods:candle:11, Blue Candle
betterwithmods:candle:12, Brown Candle
betterwithmods:candle:13, Green Candle
betterwithmods:candle:14, Red Candle
betterwithmods:candle:15, Black Candle
betterwithmods:candle:0, White Candle
betterwithmods:candle_holder, Candle Holder
betterwithmods:shaft, Shaft
betterwithmods:bucket, Well Bucket
betterwithmods:material:0, Wooden Gear
betterwithmods:material:1, Nethercoal
betterwithmods:material:2, Hemp
betterwithmods:material:3, Hemp Fibers
betterwithmods:material:4, Hemp Cloth
betterwithmods:material:5, Dung
betterwithmods:material:6, Tanned Leather
betterwithmods:material:7, Scoured Leather
betterwithmods:material:8, Leather Strap
betterwithmods:material:9, Leather Belt
betterwithmods:material:10, Wood Blade
betterwithmods:material:11, Wind Sail
betterwithmods:material:12, Glue
betterwithmods:material:13, Tallow
betterwithmods:material:14, Soulforged Steel Ingot
betterwithmods:material:15, Ground Netherrack
betterwithmods:material:16, Hellfire Dust
betterwithmods:material:17, Concentrated Hellfire
betterwithmods:material:18, Coal Dust
betterwithmods:material:19, Filament
betterwithmods:material:20, Polished Lapis Lazuli
betterwithmods:material:21, Potash
betterwithmods:material:22, Sawdust
betterwithmods:material:23, Soul Dust
betterwithmods:material:24, Archimedes Screw
betterwithmods:material:25, Brimstone
betterwithmods:material:26, Niter
betterwithmods:material:27, Heating Element
betterwithmods:material:28, Explosive Fuse
betterwithmods:material:29, Blasting Oil
betterwithmods:material:30, Soulforged Steel Nugget
betterwithmods:material:31, Cut Leather
betterwithmods:material:32, Cut Leather (Tanned)
betterwithmods:material:33, Cut Leather (Scoured)
betterwithmods:material:34, Redstone Latch
betterwithmods:material:35, Nether Sludge
betterwithmods:material:36, Haft
betterwithmods:material:37, Charcoal Dust
betterwithmods:material:38, Soul Flux
betterwithmods:material:39, Ender Slag
betterwithmods:material:40, Ocular of Ender
betterwithmods:material:41, Padding
betterwithmods:material:42, Plate Armor
betterwithmods:material:43, Broadhead
betterwithmods:material:44, Cocoa Powder
betterwithmods:material:45, Diamond Ingot
betterwithmods:material:46, Diamond Nugget
betterwithmods:material:47, Chain Mail
betterwithmods:material:48, Soulforged Steel Gear
betterwithmods:material:49, Soulforged Steel Spring
betterwithmods:material:50, Soap
betterwithmods:material:51, Soulforged Steel Plate
betterwithmods:material:52, Witch Wart
betterwithmods:material:53, Mysterious Gland
betterwithmods:material:54, Poison Sac
betterwithmods:axle_generator:0, Windmill
betterwithmods:axle_generator:1, Water Wheel
betterwithmods:axle_generator:2, Vertical Windmill
betterwithmods:bark:0, Oak Bark
betterwithmods:bark:1, Spruce Bark
betterwithmods:bark:2, Birch Bark
betterwithmods:bark:3, Jungle Bark
betterwithmods:bark:4, Acacia Bark
betterwithmods:bark:5, Dark Oak Bark
betterwithmods:bark:6, Bloodwood Bark
betterwithmods:donut, Donut
betterwithmods:dynamite, Dynamite
betterwithmods:fertilizer, Fertilizer
betterwithmods:steel_axe, Refined Axe
betterwithmods:steel_hoe, Refined Hoe
betterwithmods:steel_pickaxe, Refined Pickaxe
betterwithmods:steel_shovel, Refined Shovel
betterwithmods:steel_sword, Refined Sword
betterwithmods:steel_mattock, Refined Mattock
betterwithmods:steel_battleaxe, Refined Battleaxe
betterwithmods:steel_hacksaw, Refined Hacksaw
betterwithmods:steel_helmet, Plate Armor Helmet
betterwithmods:steel_chest, Plate Armor Chest
betterwithmods:steel_pants, Plate Armor Leggings
betterwithmods:steel_boots, Plate Armor Boots
betterwithmods:creeper_oyster, Creeper Oyster
betterwithmods:ender_spectacles, Ender Spectacles
betterwithmods:raw_egg, Raw Egg
betterwithmods:cooked_egg, Cooked Egg
betterwithmods:raw_scrambled_egg, Raw Scrambled Eggs
betterwithmods:cooked_scrambled_egg, Cooked Scrambled Eggs
betterwithmods:raw_omelet, Raw Mushroom Omelet
betterwithmods:cooked_omelet, Cooked Mushroom Omelet
betterwithmods:ham_and_eggs, Ham and Eggs
betterwithmods:tasty_sandwich, Tasty Sandwich
betterwithmods:composite_bow, Composite Bow
betterwithmods:broadhead_arrow, Broadhead Arrow
betterwithmods:beef_dinner, Steak Dinner
betterwithmods:beef_potatoes, Steak and Potatoes
betterwithmods:chicken_soup, Chicken Soup
betterwithmods:chocolate, Chocolate
betterwithmods:chowder, Chowder
betterwithmods:cooked_kebab, Kebab
betterwithmods:hearty_stew, Hearty Stew
betterwithmods:raw_kebab, Uncooked Kebab
betterwithmods:pork_dinner, Pork Dinner
betterwithmods:stump_remover, Stump Remover
betterwithmods:dirt_pile, Pile of Dirt
betterwithmods:gravel_pile, Pile of Gravel
betterwithmods:sand_pile, Pile of Sand
betterwithmods:red_sand_pile, Pile of Red Sand
betterwithmods:wolf_chop, Wolf Chop
betterwithmods:cooked_wolf_chop, Cooked Wolf Chop
betterwithmods:kibble, Kibble
betterwithmods:apple_pie, Apple Pie
betterwithmods:manual, Mechanist's Journal
betterwithmods:mystery_meat, Mystery Meat
betterwithmods:cooked_mystery_meat, Cooked Mystery Meat
betterwithmods:bat_wing, Bat Wing
betterwithmods:cooked_bat_wing, Cooked Bat Wing
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
